,ECC Actual Boiling Point,ECC Predicted Boiling Point
372,518.1500026398896,527.7077524504065
373,547.1500146210193,569.8038232621551
374,549.6499854388833,552.4367040851712
375,544.1500058278441,554.584903152734
376,471.35001150548453,477.0697069850563
377,413.14998695701354,410.79809981524943
378,513.1499879845976,482.41437398314474
379,466.04999597087493,469.62718790888783
380,494.15000531405207,505.5888121166825
381,409.150011742562,418.50443857669825
382,403.14999415621156,346.839131771475
383,508.1500098390877,504.480521171987
384,481.6500051856041,459.72478575557466
385,406.1500029493868,419.58899816304444
386,434.15001199945806,438.96714915633197
387,425.1499856199324,412.38956121593714
388,557.1500074218213,545.7008318410814
389,475.14998613372444,475.926330139786
390,386.9500014377385,402.27518326789135
391,440.1499930760264,392.64182169869537
392,353.84999569416044,323.5887898010015
393,459.15001225635405,457.59498761817804
394,430.1500002752244,441.5056012845039
395,358.6499915083498,356.61020823866124
396,478.14999492689964,469.04153449460864
397,591.149997548461,574.3138401322067
398,461.1500181184709,459.0048858726024
399,463.74998922944064,465.18234099984164
400,512.1499850535392,520.065050239116
401,523.6499822509288,523.2651691478491
402,560.1500162149965,557.0150672672688
403,551.1499898354708,537.5563026751578
404,420.1500074744224,415.9092137373984
405,552.1499927665293,531.9951691791415
406,387.45000290326766,393.5328064204752
407,412.1499840259552,416.3516027668118
408,537.6499867759645,568.3289010858535
409,364.25000792227684,372.8268311628699
410,458.85001137703654,447.6587774066627
411,481.1500037200749,462.0744458006322
412,492.65000091746447,483.26384708270433
413,508.1500098390877,498.8175618937612
414,611.1499831500649,573.3415116159617
415,433.15000906839964,417.3922045755386
416,449.14998294577,432.0577094082534
417,486.1499818655848,482.15464339345687
418,434.7500137580931,444.5310939055681
419,541.1499970346689,587.6787569980323
420,558.1500103528798,532.7097021241486
421,558.1500103528798,551.8523650230467
422,410.15001467362043,406.4120701651275
423,357.15000536665315,368.7637305352091
424,309.04999216698104,326.68923700466746
425,454.14999760106207,452.85996096119277
426,490.14999358981845,494.92718904510133
427,528.4499963200092,574.6405661720037
428,419.2500048364699,403.7410875280201
429,504.1499981148541,497.24519510909914
430,391.14999549329275,412.3109556551277
431,483.45001046150924,485.5927330617606
432,412.1499840259552,430.3787705697119
433,585.6500179374218,573.9237331107258
434,529.1499983717501,520.5225908280909
435,546.1500116899609,526.8387831272184
436,411.15001760467885,405.68348095402115
437,483.15000958219173,460.73424472019076
438,503.6499966493249,498.57623223423957
439,515.8499958984553,510.28678134486074
440,609.1500137977301,615.1938796323537
441,369.15000402957196,367.3070449950545
442,355.14999950453637,364.15590395897624
443,489.64999212428927,495.32474406212566
444,549.149983973354,544.2203966876864
445,422.15001333653925,425.2636405715346
446,444.15000480026004,455.59560242235654
447,332.1500051097571,348.58707409813996
448,263.15000367052846,283.6481287387758
449,266.9499965536594,266.02971273176365
450,468.1500021260976,439.8459396108985
451,585.6500179374218,587.1667438142001
452,490.64999505534763,487.47656479731205
453,341.34999556571245,363.84392787113785
454,398.6500174762308,400.83863287255167
455,643.1500039243698,658.6469825340807
456,482.65000811666243,493.126088475734
457,508.6500113046169,514.8287442742288
458,576.1499900923669,556.7345626115798
459,372.54999574027954,384.12133305184534
460,514.1499909156561,524.9042393043637
461,358.15000829771157,355.32177802920336
462,435.0500146374106,469.6403679402172
463,516.6499982433021,519.4585862490535
464,439.149990144968,440.6839486388862
465,438.6499886794388,415.82984147116537
466,353.14999364241953,350.91083045281465
467,427.249991775155,423.61306983366603
468,281.4500025442242,304.2617525026202
469,517.1499997088313,517.1846840018034
470,490.8499956415593,492.7069196677208
471,510.15001570120455,518.1610651038587
472,543.1500028967857,560.3856868582964
473,525.1499866475165,546.3271571525931
474,432.1500061373412,426.13001770019525
475,453.1499946700036,462.0154459927976
476,378.1499938993155,398.46980519190424
477,515.1499938467144,508.209338234961
478,353.14999364241953,359.6154744404554
479,397.35001366585493,402.5644137614965
480,562.6499870328605,551.3507571271061
481,434.15001199945806,456.1753777617216
482,496.6500126416981,471.8172271867096
483,581.150004747659,527.4851888188718
484,398.1500160107016,392.9539438256621
485,451.44998968720427,438.9737574268877
486,470.99999222472303,479.1287126550078
487,520.1500085020065,435.98021086513995
488,564.1499914294482,562.5142801728844
489,554.1499986286461,547.0137966240942
490,416.1499957501888,410.49086999908087
491,416.4499966295063,403.68500850275154
492,424.149982688874,394.80148483783006
493,377.14999096825716,371.4640122724324
494,366.64999670192594,384.4229951262474
495,353.14999364241953,365.17733813211316
496,418.15000161230563,409.8262459261715
497,252.05000764556223,285.4699486094713
498,398.55001718312496,397.13500755921
499,354.14999657347795,362.45818083755665
500,408.35000939771527,404.1906324747205
501,503.1499951837956,484.97144610017534
502,454.5499987734854,444.10407549440856
503,681.150005775243,682.1461751791835
504,465.4499942122399,464.98471354946486
505,448.6500179900229,446.5093399375677
506,614.1499919432401,560.2931710705161
507,461.84998366042964,472.6169739630818
508,492.1499994519353,483.36384737581017
509,498.1500170382857,497.10291648834936
510,395.6500086830556,405.26522489055986
511,569.1500060847401,556.5713638857007
512,434.15001199945806,407.18282817453144
513,534.1500130270421,525.8197951094805
514,493.15000238299365,491.8468952411413
515,404.14999708727,405.91889602884646
516,424.149982688874,414.9628436762094
517,538.1499882414937,543.8264561390877
518,490.14999358981845,509.02905586212876
519,310.64999685667453,314.9036237820983
520,468.6500035916269,496.7603817129135
521,454.4499984803796,450.07988709524267
522,469.65000652268526,475.4821521310508
523,519.6500070364773,508.22178807064887
524,338.15000444121654,324.7127982068807
525,531.1500042338669,516.9568994714319
526,580.6500032821298,583.0401891852915
527,543.1500028967857,535.3248613044619
528,435.1500149305164,430.5631449691951
529,623.1499818129837,661.0603886586428
530,479.64999932348724,465.007386124134
531,423.65001773312684,382.6280282002687
532,518.6500041054189,521.9028796492516
533,411.15001760467885,404.3784022839367
534,521.150011433065,532.5233196866512
535,481.9500060649216,475.86754939064383
536,528.649996906221,528.8195483341813
537,627.1499935372174,597.5619915157556
538,305.6500004562735,340.4465975180268
539,391.14999549329275,401.2544427806139
540,430.6500017407536,432.8818447190523
541,487.64998626217243,426.2369548518955
542,428.1499944131076,424.2495448645949
543,439.24999043807384,434.3320132631063
544,221.5500003952905,234.4704563015699
545,580.6500032821298,558.4322309683263
546,411.649982560426,401.9311881011724
547,518.1500026398896,521.5641784009337
548,454.64999906659125,463.7555752260983
549,479.14999785795806,454.6194038692117
550,345.6500081692636,361.84167665742336
551,471.15001091927286,462.9888698025048
552,524.149983716458,521.4557443481683
553,481.1500037200749,494.0083108498156
554,386.04999879978595,388.5879580458998
555,405.1500000183284,413.003911318928
556,559.6500147494673,542.5110086908936
557,385.6499976273626,381.54496551498767
558,421.1500104054808,424.3287345819175
559,463.1499874708056,447.6601647783815
560,454.64999906659125,467.2029383790493
561,508.1500098390877,525.749294720292
562,638.1499892690778,651.0058867532015
563,408.1500088115036,412.7783903950452
564,549.149983973354,541.0919099713861
565,604.1499991424382,591.0662441083789
566,429.14999734416597,416.7081572985649
567,429.14999734416597,425.4716368000209
568,616.149997805357,691.2249166488647
569,499.149983459562,482.97100212067363
570,368.1500010985136,364.7410097265243
571,430.6500017407536,429.44952359631657
572,514.1499909156561,516.8840624561906
573,490.14999358981845,489.5485679496824
574,397.65001454517244,406.27705699101085
575,550.6499883699416,583.544681354016
576,187.45000084809953,224.8321476569026
577,498.1500170382857,486.4306690701842
578,635.1500169856846,566.1061125335096
579,490.64999505534763,456.8969570946693
580,612.1499860811234,599.6534178721904
581,498.1500170382857,492.9030867268145
582,470.15000798821444,482.0381406788528
583,439.64999161049724,442.8462039725482
584,578.1499959544836,542.3734763418138
585,486.649983331114,446.141905490756
586,482.15000665113325,486.1494707286357
587,377.64999243378634,390.81540159545835
588,458.1500093252957,443.89155205294486
589,492.1499994519353,505.3027214643359
590,500.1499863906204,511.5931743671
591,542.1499999657273,528.4597079220414
592,377.64999243378634,371.62020112015307
593,311.6499997877329,313.5155218675732
594,407.1500058804452,422.3384038120508
595,429.14999734416597,452.2532048928737
596,412.249984319061,411.9439228159189
597,462.4499854190648,455.8524122294783
598,309.6499939256161,334.8924739001691
599,503.1499951837956,512.4321691592037
600,469.7500068157911,499.01029703333967
601,542.6500014312564,525.7620731440186
602,413.6499884225428,416.4047244997322
603,439.64999161049724,463.7505003663897
604,468.6500035916269,483.9773577538132
605,340.1499920484423,347.2017834368348
606,309.1499924600869,334.74395210668445
607,536.1499823793769,483.10477396219966
608,558.050010059774,536.1464044207335
609,530.1500013028085,531.098561950922
610,485.6500169098377,501.7329045023024
611,532.950009509772,514.4011782163382
612,509.65001423567526,499.0512610088289
613,516.3499973639846,491.3573355732858
614,365.14999230533834,387.1789542811364
615,409.8500137943029,412.8781716294586
616,569.1500060847401,573.3953635445237
617,536.1499823793769,546.672101573646
618,382.1500056235492,377.7424352020025
619,462.4499854190648,461.0926977606117
620,489.04999036565425,483.3692508235573
621,386.7500008515268,398.60653432577845
622,511.1499821224808,482.13708218827844
623,415.5499939915537,409.09794879332185
624,643.1500039243698,728.7180531951785
625,492.1499994519353,490.17817914158104
626,365.14999230533834,383.65534044831986
627,521.150011433065,514.1534593449533
628,558.1500103528798,545.9043738761544
629,549.149983973354,535.0240572099387
630,422.15001333653925,442.1321821644902
631,483.15000958219173,491.2781093461811
632,443.1500018692016,434.6052889819443
633,430.1500002752244,414.09226792261
634,495.6500097106397,508.8081351707875
635,581.6500062131881,573.2780211049318
636,547.1500146210193,564.6593028894066
637,601.1499903492629,596.8663341280817
638,539.1499911725521,528.2766113649309
639,536.649983844906,510.7910909646749
640,603.1499962113797,580.4532155567407
641,349.65000163860617,345.70433472499246
642,539.6499926380814,555.1163760504127
643,587.1499858242273,582.4757844641805
644,398.1500160107016,403.8063670183718
645,319.9500058606267,328.4265184749662
646,483.15000958219173,457.4218947413563
647,337.65000297568736,373.5753912247717
648,650.1499879319965,704.1159365433455
649,191.05000227246433,166.22465568557374
650,503.1499951837956,519.0389428138733
651,555.1500015597045,589.7777773891389
652,441.14999600708484,466.14678340315817
653,524.149983716458,537.9618168246745
654,404.5499982596934,404.88340558961033
655,359.8499950256198,354.4024617165327
656,506.1500039769709,482.56176397338504
657,528.1499954406917,505.426891233176
658,378.94999624416226,364.97423421442505
659,376.15000629208976,372.9606030043959
660,404.14999708727,410.99090797439214
661,503.1499951837956,482.51813478380444
662,394.3500048726797,406.43058062463996
663,308.84999158076937,336.9100774772465
664,432.4500070166588,397.2824340592324
665,451.14998880788676,424.7407474726438
666,469.1500050571561,454.6905249246954
667,504.1499981148541,495.37374018967154
668,353.14999364241953,341.73709053017194
669,378.1499938993155,340.08577134177085
670,710.7499830052257,690.3303539684414
671,503.1499951837956,498.43767761126156
672,583.1500106097758,561.5093849310279
673,437.14998428285116,419.60619427040217
674,389.150007886067,394.92846585988997
675,713.9499923846125,757.5756040066481
676,467.6500006605684,481.8013017225265
677,435.29999711528416,430.82335018604994
678,538.1499882414937,503.85302754744885
679,580.1500018166005,564.788912615776
680,449.14998294577,431.23890452563757
681,565.6499958260357,507.0653407233953
682,498.1500170382857,484.4635585217178
683,442.1499989381432,461.88879355877634
684,215.35000047761943,273.1104381224512
685,535.1500159581005,508.4189408938587
686,473.55001795381304,495.85329617723824
687,481.1500037200749,467.3256477566063
688,516.6499982433021,529.7777840745449
689,692.1500015071034,750.8630615133047
690,534.1500130270421,516.1844255022704
691,488.1499877277016,494.3976876756549
692,325.7500046058744,318.1705190822482
693,513.1499879845976,508.6767364650964
694,461.1500181184709,483.77239183723924
695,443.75000362783663,392.5171407929062
696,463.54998864322897,472.7493219231069
697,520.1500085020065,484.17246602922677
698,420.6500089399516,396.00221855074165
699,346.14999137990173,360.200835776478
700,559.1500132839382,536.0604969035088
701,479.64999932348724,466.4678504267335
702,508.1500098390877,519.0016298165917
703,425.6499870854616,413.8644833922386
704,507.15000690802924,482.4562507031858
705,610.6500181943178,604.0774542054534
706,382.1500056235492,383.508151261881
707,475.14998613372444,458.34979085281486
708,469.1500050571561,460.3902495534718
709,501.14998932167885,509.9041588287055
710,317.849999705404,320.37388443052765
711,525.1499866475165,516.0817965048551
712,402.1499912251532,407.75183312818405
713,465.6499947984516,465.0304968161881
714,541.1499970346689,497.1521316745877
715,503.1499951837956,495.02156683176753
716,561.649984101802,522.8520974734425
717,481.1500037200749,471.9393889175355
718,476.64999053031204,472.7542507436871
719,432.7500078959763,428.3455773156881
720,336.1499985790997,353.7909593765437
721,323.54999815754593,323.62999109007416
722,538.1499882414937,517.5568282105028
723,383.4499911790341,398.4725799353421
724,482.3500072373449,486.8915320493281
725,388.15000495500857,382.3259827731549
726,369.15000402957196,390.10899207696315
727,441.14999600708484,423.7880247093737
728,410.15001467362043,423.75348645552987
729,466.1499962639809,459.5427844919264
730,427.1499914820492,435.94446778848766
731,588.1499887552857,659.2659693793952
732,484.1500125132501,502.88051648229356
733,424.149982688874,421.0094112347066
734,429.54999851658937,429.795672840178
735,400.64998682856555,400.13373851001256
736,439.149990144968,422.8645462815463
737,468.6500035916269,460.43559470281
738,436.84998340353366,448.95520325839516
739,462.1499845397472,498.78660159856076
740,403.6499956217408,405.975924308449
741,471.65001238480204,466.61184500724073
742,599.3499850733579,544.2577827045321
743,488.6499891932308,500.62136418700214
744,458.1500093252957,466.9907070158422
745,548.1500175520778,562.974558995515
746,435.1500149305164,421.3651260414719
747,414.14998988807196,407.8264226129651
748,548.1500175520778,517.1729278519749
749,541.1499970346689,563.549515043646
750,563.1499884983897,529.4908171874284
751,589.6499931518733,606.9110879217088
752,454.14999760106207,440.7835473243892
753,201.15000449381762,206.567307703346
754,337.65000297568736,340.89924579620356
755,388.6500064205378,403.1072412014007
756,572.1500148779153,557.9247084876895
757,521.150011433065,491.8064058928191
758,395.1500072175264,399.2146412560343
759,476.4499899441003,442.1423318839073
760,411.15001760467885,419.8798350870609
761,347.19999445751307,343.75489491105077
762,476.1499890647828,423.6222702987492
763,519.1500055709481,535.5160630331933
764,424.149982688874,388.01482748687266
765,553.1499956975877,559.3848442022502
766,493.6500038485229,499.76301921039817
767,625.6499891406297,640.8306835082174
768,590.1499946174025,594.0648290200531
769,483.15000958219173,448.5969327668845
770,528.1499954406917,530.5179103767871
771,506.1500039769709,489.35725669160485
772,431.1500032062828,454.2394100573659
773,513.1499879845976,533.7735241542757
774,483.15000958219173,489.9692701685429
775,338.15000444121654,364.7179537991434
776,387.15000202395015,395.3914098966121
777,468.1500021260976,474.20701148226857
778,448.15001652449365,439.04611981496214
779,499.149983459562,476.1561592179537
